"subject","datestamp","timestamp","version","comments","id"
"A1H18YUIEFRLLR_dg_v15","2015-05-14","21:34:55","noGoalInstructions_v","Tried to keep track of what colors were giving points.","499"
"A2BK45LZGGWPLX_dg_v15","2015-05-14","21:35:08","baseline_v2","keep to the same color til the points started going down, ignoring green.","500"
"A138E7HET3SOW5_dg_v15","2015-05-14","21:35:23","numberSum_v2","Watching how long each number was positive.  As it got closer to 0, I would switch over to the other number.","501"
"A2BP89KJCCW13Y_dg_v15","2015-05-14","21:36:21","dawstage2_v2","My strategy was switching numbers when the points reached one or zero because usually it took away points after that. I also switched colors at that point because the point sometimes favored the other colors.","502"
"A1OS4YKRBTBPTG_dg_v15","2015-05-14","21:37:10","numberSum_v2","I would try to guess the outcome based on the score I had just been given. I was usually wrong.","503"
"A2U5RE3J52BT17_dg_v15","2015-05-14","21:37:26","dawstage2_v2","When the value starting going down, I would make different choices.","504"
"AVR6APJRJK7EF_dg_v15","2015-05-14","21:37:52","dawstage2_v2","I tried to determine what was hot and stayed until it turned cold...","505"
"A1RATFICCKLCQ_dg_v15","2015-05-14","21:38:06","baseline_v2","I tried to make choices that would maximize my bonus by selecting the color with the potential for more points. However, it sometimes seem to be random.","506"
"A1SDWF0ODT81WT_dg_v15","2015-05-14","21:38:10","baseline_v2","I clicked both colors evenly until I started to notice one was consistently giving positive returns, then I clicked that same color until it gave me 2-3 consecutive negative returns.  I switched colors once one color gave me 2-3 consecutive negative returns.","507"
"A1FDZA8XJYG71W_dg_v15","2015-05-14","21:38:12","dawstage2_v2","i kept hitting on a nmber until it started to go bad, the i would go to the opposite (odd/even) and try to pick up on what shape was working.i tried to get a certain rhythm going so i could transaction smoothly between numbers, and that seemed to work best for me.","508"
"A3MXB3R0R9G9TA_dg_v15","2015-05-14","21:38:54","baseline_v2","I watched for red or blue numbers to stay at 0 or higher and continued to choose the color chosen before.  If it dropped below 0, I switched to the other color.  If the next one was below 0 as well, I switched back to the other. ","509"
"A3TP3QZ1VI7SHX_dg_v15","2015-05-14","21:40:51","dawstage2_v2","undefined","510"
"A326X47719D44B_dg_v15","2015-05-14","21:42:00","numberSum_v2","i thought if one number got down to -1 then i should switch to the next but that didnt mean that it was time to switch.","511"
"A3G7NL91BRY9JL_dg_v15","2015-05-14","21:43:07","numberSum_v2","I tried to notice when either 16 or 20 started to pay negative and switched my goal then.","512"
"AOCBOJPUO99QG_dg_v15","2015-05-14","21:43:43","dawstage2_v2","i just watched for the higher asmounts an tried to choose them until it started to decrease...it was a fun game","513"
"A83OLM1ZQC083_dg_v15","2015-05-14","21:45:24","baseline_v2","blue was 1 and 3 and if you remember that  you do okay ","514"
"A2WL2JC37BE2QT_dg_v15","2015-05-14","21:49:18","dawstage2_v2","undefined","515"
"A7GDZ85TEBOTZ_dg_v15","2015-05-14","21:49:37","numberSum_v2","There was no strategy that made sense I just went on my instinct.","516"
"A306GWTM2KVPJ0_dg_v15","2015-05-14","21:50:02","numberSum_v2","I imagined the number values on a curve and tried to change numbers when the current curve seemed to be dropping to zero or below.","517"
"A3EKVEYCEK3XYV_dg_v15","2015-05-14","21:50:08","noGoalInstructions_v","Fun game.  I first had to try to figure out which numbers/colors were better than the alternative.  Was a bit difficult to discern at times which it was but once I did figure it out I stuck with that number/color until it stopped paying out.  Then I would have to try to discern once again.  Thanks.","518"
"A9UCDP0W2FVAV_dg_v15","2015-05-14","21:52:44","numberSum_v2","I would get a positive score from a number and keep going with that number until it lost value. I think 21 was a better payout than 16","519"
"ALSJ5JQPC3A82_dg_v15","2015-05-14","21:52:57","noGoalInstructions_v","I figured out which ones were giving points, and kept clicking those until it changed. Then when they went negative I switched to the other set.","520"
"A9L9G563HS81X_dg_v15","2015-05-14","21:53:24","dawstage2_v2","undefined","521"
"A1G5POTH60X4E_dg_v15","2015-05-14","21:56:57","numberSum_v2","I would go for 21 or 16 in waves... the more I was winning with one the longer I stayed with it.  When I started to lose I would switch back to the other one.  When it looked like both were losing I would switch back and forth until one started to win.  I disregarded when a zero would appear. ","522"
"APL3MD4HGU6NF_dg_v15","2015-05-14","21:59:22","dawstage2_v2","I eventually settled on using almost a musical tempo for clicking through the choices. When the numbers switched to negative I would switch to a different choice but if that didnt happen I would keep clicking the same choice.","523"
"A32R5VK9CTC82L_dg_v15","2015-05-14","21:59:31","dawstage2_v2","I did not have any particular strategy because the amount ""won"" or ""lost"" through my choices seemed completely random.","524"
"A14HWOXMI4R2ON_dg_v15","2015-05-14","22:05:49","baseline_v2","I watched for the green square which usually meant the squares were changing in value from red to blue of vice versa.","525"
"A2X4I0H34T68H1_dg_v15","2015-05-14","22:06:12","numberSum_v2","Basically, I went with whatever was earning me points, even if it was just one point. As soon as a number started earning me 0 points I tried out the other number. If both numbers were giving me negatives, I then alternated between the two until one came up positive.","526"
"A2VQLXZU0TE6HI_dg_v15","2015-05-14","22:06:43","numberSum_v2","It was pretty random, just instinctively tried to keep with hot streaks, or if alternating was causing problems, I would stay on a cold streak hoping for it to break. ","527"
"A3SWVCOJPJM7KQ_dg_v15","2015-05-14","22:09:30","numberSum_v2","At first I tried to figure out if there was a pattern to the rewards. Initially, I thought I had figured out a pattern but I then realized it was changed and tried to stick to the number that was rewarding me at that specific time. If I was receiving 3 or 4 points I was more likely to stick to that number. If I was having points deducted I was going to stay away from that  number. Towards the end I stuck with one number because I was getting a good reward.","528"
"A5F2NTI8G60UU_dg_v15","2015-05-14","22:10:26","dawstage2_v2","I tried to follow the pattern of what items were ""hot"" or ""cold,"" though it often changed unpredictably and took a few more tries to figure out how the pattern adapted. This was interesting!","529"
"A369N7NTWY4UVV_dg_v15","2015-05-14","22:11:01","baseline_v2","It just seemed that a lot of it was luck.  ","530"
"A23DPGTXU8VUG2_dg_v15","2015-05-14","22:12:29","numberSum_v2","Very Intersteing study... Not sure what you were trying to study, but it was fun!","531"
"ARJ8XLYXTWNE_dg_v15","2015-05-14","22:12:32","noGoalInstructions_v","I tried to go with my gut feelings","532"
"A1DNJ17PE2RYJZ_dg_v15","2015-05-14","22:14:23","numberSum_v2","play what seemed hot.","533"
"A2JJTJIHUVZ29G_dg_v15","2015-05-14","22:18:14","numberSum_v2","My strategy was to just pick the first numbers that I saw that would add up to 16 or 21. ","534"
"A2DPKKEEW2I6QK_dg_v15","2015-05-14","22:18:56","numberSum_v2","i went with my gut feeling and went with my intuition","535"
"A10T9C9WY488DY_dg_v15","2015-05-14","22:23:43","baseline_v2","I was under the impression that at some point all colors were ""loss"" no matter which one was chosen. I tried different strategies but it seemed that it was loss all around. ","536"
"A3N4E1UL8NG4FO_dg_v15","2015-05-14","22:27:00","baseline_v2","If one color was giving me negative points, I chose the other.","537"
"A25ZFH3PBOTIIW_dg_v15","2015-05-14","22:30:32","numberSum_v2","I kept going on the number that I was getting positive points on as long as it stayed positive most of the time.","538"
"AY3WQH3I3HT4D_dg_v15","2015-05-14","22:38:31","baseline_v2","My strategy was to stick with the color that I felt was doing good at the time. If the color gave me negative (not including green) I would jump over to the other color until I felt it was about to go negative. It was a simpler strategy but it seemed to work okay.","539"
"A1DX8T0U3UTD0R_dg_v15","2015-05-14","22:44:25","numberSum_v2","My strategy was to pay attention to the value of points given by each goal number and choose accordingly. I enjoyed this, thank you.","540"
"A2J0YOQZ1HDFI6_dg_v15","2015-05-14","22:46:22","dawstage2_v2","I just stuck with a number once I realized it was positive, and stuck with it until it started to be negative, then I tried a new one. ","541"
"AGA4LAVKTSZZF_dg_v15","2015-05-14","22:54:01","noGoalInstructions_v","Tried to go back and forth between odd and even numbers until I reached a green where I started over.","542"
"A2MSGNB0HGSRDS_dg_v15","2015-05-14","23:02:32","noGoalInstructions_v","always choose blue (odd number)","543"
"A1GFD4B3NOMWIY_dg_v15","2015-05-14","23:20:03","baseline_v2","I just stuck with a good one till it went bad and changed. Kept changing only when bad.","544"
"A1ISXRQO8ZQKPE_dg_v15","2015-05-14","23:21:00","baseline_v2","Once I found a positive color, I kept picking the number until it was negative.  After it was negative, I would pick the other color.  Itf that one was also negative I would continue to alternate between the colors until I found a positive number.  Then I would keep picking that number until it turned negative.  My goal was to mazimize selecting the color when it was ""hot.""","545"
"A1T86J2X7JU2PV_dg_v15","2015-05-14","23:28:13","numberSum_v2","I picked either 16 or 21 and saw if it was a lose or win and then I would typically repeat the same number if it was a win. I would change numbers if it was a loose.","546"
"A2AB2LSLME1VLP_dg_v15","2015-05-14","23:32:37","dawstage2_v2","I primarily thought of odd/even numbers and associated them with the colors/shapes. I tried to stay on an odd/even while it was hot, or at least above 0 and as soon as it dipped I tried to find where the hot shape went to quickly.  ","547"
"A2KPTJMOIYHG69_dg_v15","2015-05-14","23:38:57","numberSum_v2","I switched from one number goal to the other whenever I received a negative point value. It worked most of the time. Sometimes, I also switched when the point value was zero.","548"
"ASCKK20VO37CB_dg_v15","2015-05-14","23:39:55","numberSum_v2","I tried to keep going with the same number if I saw it made points, and when they went to 0 or negative I would switch to the other number.","549"
"A1TS99WO8Q3RDN_dg_v15","2015-05-15","00:05:27","dawstage2_v2","Just tried to remember what had paid well in the last few rounds","550"
"A12PDGA7CXTS32_dg_v15","2015-05-15","00:08:34","baseline_v2","I decided to stick with the same color as long as it was ""hot"". I would immediately go for the other color once negative scores would show up. However, it seemed like for some amount of time, both numbers would be cold, so I would switch back and forth between colors every round until I was getting positive numbers again.","551"
"A3GITAGLIO551J_dg_v15","2015-05-15","00:36:09","numberSum_v2","When both choices were cold, I started creating numbers that were not 21 or 16 to keep from losing points.  I noticed that 21 gave me points more often than 16, so I stuck with 21 usually and just tried 16 when 21 was cold.","552"
"AH31QLJ57XC8W_dg_v15","2015-05-15","01:03:39","numberSum_v2","WENT WITH MY GUT","553"
"A1E9RAXPMZ2CMG_dg_v15","2015-05-15","02:27:36","baseline_v2","If I was getting postive results I stayed with that until I hit negative and then I switched.  If I got another negative I switched back to the other color and so on and so forth until I got back into positive. ","554"
"AT5HVBVNV025U_dg_v15","2015-05-15","03:25:29","dawstage2_v2","At first I tried all the options and started doing the one that made me the most out of the 4 choices.  Then I quickly realized that only one is profitable and it is profitable for quite a while, while at least 2 of the other 3 are negative, so I tried to stick to the profitable one even if it is only slightly positive unless it zeroed out, in which case I went through the other 3 options to locate the new profitable one.","555"
"A16ANYLVNPKCVG_dg_v15","2015-05-15","16:42:05","baseline_v2","I just picked until the score was positive.  When it got closer to zero or went negative I switched to the other color.","556"
"AT8Y4JPJVTJSO_dg_v15","2015-05-15","16:43:31","dawstage2_v2","Keep with one that was hot. If failed a couple times, cycle through once.","557"
"A39QTZL5029XCL_dg_v15","2015-05-15","16:44:02","dawstage2_v2","Testing evens/odds for values, then sticking with the best one until it ""washed out"" and then retesting for value. Did not factor green shapes in at all since there was an equal chance of getting them on both evens and odds.","558"
"ATZD2RRWD84W5_dg_v15","2015-05-15","16:47:12","dawstage2_v2","I watched the shapes and the points and changed up my choices according to how the scoring changed along the way.","559"
"A1LSEVXPEYMJL7_dg_v15","2015-05-15","16:48:00","noGoalInstructions_v","If I started getting negative points I changed numbers. ","560"
"A18U96VTGHOXKM_dg_v15","2015-05-15","16:48:01","dawstage2_v2","I kept clicking on the same one until it started losing, then I clicked the others until I found one that was winning. ","561"
"A12YM8XYCDEA3_dg_v15","2015-05-15","16:48:33","baseline_v2","When I saw that one color was adding points I kept with that  number til it started to loose and tried to switch to the other color.  Sometimes it worked and other times it failed.","562"
"A2BM4OQ4QLFF8I_dg_v15","2015-05-15","16:49:15","noGoalInstructions_v","I stuck with a numbr er if it kept paying off, if it paid 0 or negative I switched around until I got back to one that was paying out again.","563"
"A6VQ0UN0ETESM_dg_v15","2015-05-15","16:50:27","dawstage2_v2","I just keep picking the shape that would give me positive points until it would give me negitive points, then I would switch to another shape.","564"
"A2555FPVPAKRET_dg_v15","2015-05-15","16:51:04","baseline_v2","jUST LIKE THE STOCK MARKET,YOU STAY WITH YOUR CHOZEN STOCK,EVEN IF IT GOES DOWN IN VALUE FOR AWHILE.","565"
" A29CKVKSYJXIQ0_dg_v15","2015-05-15","16:51:31","noGoalInstructions_v","My strategy was going for the color that would give me the most points.","566"
"AS74ISQX0TH56_dg_v15","2015-05-15","16:51:41","numberSum_v2","It seemed completely random most of the time, but I just went with the trend that the points seemed to be giving.","567"
"A29ZX9JC6HSYRN_dg_v15","2015-05-15","16:52:52","numberSum_v2","i sometimes checked other number to see if it was more profitable, and near the end when both were negative i would intentionally throw rounds by picking invalid numbers","568"
"A2JY6WOBMDGBGY_dg_v15","2015-05-15","16:55:21","numberSum_v2","I looked at the patterns of how much each was worth every time and went off that to make my decision. If they seemed to be going up, I would stick with that number. If they went down, I would change. ","569"
"AAETU665D8NYQ_dg_v15","2015-05-15","16:55:37","numberSum_v2","I would stay on 16 or 21 until I got repeatedly negative scores, then I would switch to the other number.","570"
"A3ECJAL8MQKP4G_dg_v15","2015-05-15","16:57:54","numberSum_v2","If I lost twice in a row with one number, I tried to switch to the other number.","571"
"A37V0XRM7HF3A4_dg_v15","2015-05-15","17:00:33","numberSum_v2","At first I was trying to figure out if there was a correlation between how many times I could chose one number until it started dropping into the negatives. Then I started getting frustrated and worried about the 5 second time limit, so I started picking randomly.","572"
"A18U96VTGHOXKM_dg_v15","2015-05-15","17:02:41","dawstage2_v2","I kept clicking on the same one until it started losing, then I clicked until I found one that was winning.","573"
"A2TSOQWSTTUNPJ_dg_v15","2015-05-15","17:07:15","numberSum_v2","As soon as I started losing points, I switched the numbers I was trying to get.","574"
"AAFTCVGC223NG_dg_v15","2015-05-15","17:08:21","numberSum_v2","There seemed to be a sort of pattern, or rotation in the numbers. At no point in time would any of the numbers have the same point value. When 0 gave 5 points, one of the goal numbers would give medium point values, and the other would give negative values, etc.","575"
"A3HXEV518E9PZQ_dg_v15","2015-05-15","17:09:02","numberSum_v2","As soon as the ""pluses"" started declining, I switched to the other number (16/21).This was really fun!!","576"
"AH4W0KRSGIH0J_dg_v15","2015-05-15","17:09:30","dawstage2_v2","Chose odds or evens then changed the moment it became negative points","577"
"A5DZDONM2Y082_dg_v15","2015-05-15","17:11:46","dawstage2_v2","I just randomly selected a shape to start and stuck with it until it started negatively impacting my points, then switched to something else random until I found another shape that would add to my points.","578"
"A18B016RYNKY3U_dg_v15","2015-05-15","17:15:51","numberSum_v2","I just tried to follow the pattern of which numbers were worth more.","579"
"A1QCMNAD3O3L8_dg_v15","2015-05-15","17:27:50","dawstage2_v2","I just sort of went instinctually. I followed the trends and tried to make the most of it.  A lot of probing.","580"
"A3L6QB2NCEYIMB_dg_v15","2015-05-15","17:28:33","numberSum_v2","I do not believe that there was a true pattern, rather an algorithm developed within this application that chooses items at random. As such, I selected randomly each time.","581"
"A3E8HLOSFQ7QIL_dg_v15","2015-05-15","17:43:49","baseline_v2","I stuck with a color until I started to lose points with that color. Then, I switched to other color, and so on. ","582"
"A3K2ZXAFZCHYZI_dg_v15","2015-05-15","17:44:57","dawstage2_v2","I would have one goal twice in a row. So blue square I would click it twice. If I got positive points then I would continue to look for it until I started to get negative points. ","583"
"A3CLHPU4JOOXZ5_dg_v15","2015-05-15","17:48:16","baseline_v2","My stragegy was going the opposite of the one that was giving me negative.","584"
"A3GHK21QETWLZJ_dg_v15","2015-05-15","17:50:50","baseline_v2","You could see when the color started losing points, it usually hit a zero point and then I would switch colors.","585"
"A2HCX55SX2NP1V_dg_v15","2015-05-15","17:52:59","numberSum_v2","16 seemed to be higher paying than 21 did ","586"
"A11JJMX5CM4ETF_dg_v15","2015-05-15","17:53:49","baseline_v2","I JUST MEMORIZED THE COLORS TO THE NUMBERS","587"
"A2JLSY93R8P8DS_dg_v15","2015-05-15","17:58:09","noGoalInstructions_v","I just went with my gut instincts, after initially trying to watch the pattern. The pattern seemed to change so quickly there was apparently no way to follow it with the conscious, linear, rational mind. Thus, my goal just became to quit trying to think about things and just go with it.","588"
"A3DD5ETYAON14L_dg_v15","2015-05-15","17:59:11","baseline_v2","First on practice I kept repeating 1 and 3 are red. Then I sillily realized all were even vs odd. So I kept saying even, odd for blue or red.","589"
"A3CX0FEE5MER9E_dg_v15","2015-05-15","18:02:21","numberSum_v2","I mostly went with a number unless it was negative. If it started decreasing I would go with it until it went to 0 or it ""negged"" me. At that point I would switch numbers. A few times I tried to preemptively switch numbers. Often I would change numbers in the middle of a streak and go back to see if the other was offerring a higher payout. ","590"
"A15I7L8DS3FV6U_dg_v15","2015-05-15","18:10:13","numberSum_v2","I switched numbers when the negative points on one occurred repeatedly. ","591"
"A2V32924CFD91S_dg_v15","2015-05-15","18:12:32","dawstage2_v2","No comments","592"
"A135C4I4NZFGIW_dg_v15","2015-05-15","18:17:02","dawstage2_v2","If I chose a number that lead to a winning shape I continued to choose that number until the shapes stopped winning.","593"
"AVZWILVYCMUQF_dg_v15","2015-05-15","18:20:48","numberSum_v2","i used intuition and awarness of the historical results and combined itgreat studythanks  really enjoyed it a lot","594"
"A8NA3QQ786WMO_dg_v15","2015-05-15","18:22:28","numberSum_v2","I just picked whatever I felt like.","595"
"A247LJDZOGXJK6_dg_v15","2015-05-15","18:25:41","baseline_v2","I tried to choose the same color as long as it was winning, and then when it seemed like it was changing, I would switch back and forth until I found the new one that was winning. ","596"
"A1CC1ESUM2JWJ2_dg_v15","2015-05-15","18:26:14","noGoalInstructions_v","undefined","597"
"A3300UYCOCN5YI_dg_v15","2015-05-15","18:27:46","noGoalInstructions_v","I stuck with mostly numbers 1 & 3 and only switched if I got a few negative points in a row.","598"
"A1OSFRF70FNE43_dg_v15","2015-05-15","18:28:36","dawstage2_v2","It was kinda random for me since i would find a good shape but it would change to a bad one really quickly. ","599"
"A3F6ZHPP1NTFZJ_dg_v15","2015-05-15","18:29:49","noGoalInstructions_v","I chose what gave me 0 or positive points until I started getting negative points, then I started choosing the other set of numbers and repeated until finished.","600"
"A2HJILSBIS7TQS_dg_v15","2015-05-15","18:30:04","dawstage2_v2","i JUST TRIED TO STAY ON TOP OF WHAT WOULD MAKE ME MONEY BUT  THAT WAS HARD","601"
"A4SDB92J2CS1O_dg_v15","2015-05-15","18:30:34","dawstage2_v2","undefined","602"
"A1GRN111GB7MPR_dg_v15","2015-05-15","18:30:37","noGoalInstructions_v","As long as I was winning I stayed with an odd or even number. After i had lost two or three rounds, I switched to the other (odd or even) and continued until I strted losing again.","603"
"A2SZF8CXCU89P_dg_v15","2015-05-15","18:31:17","noGoalInstructions_v","It seemed that as the task went on, the positive numbers (Red) were resulting in either a loss or gain of points. In other words, the pattern would switch between Red and Blue which determined whether you gained or lost points.","604"
"A12AU8BCHVKJ59_dg_v15","2015-05-15","18:32:03","dawstage2_v2","Some shapes seemed to pay off a few times in a row so did that til started losing them scrolled through the shapes till hit more points","605"
"A128W22BIT8D9O_dg_v15","2015-05-15","18:32:29","noGoalInstructions_v","I grouped the numbers by colors and tried to choose the numbers for the colors that were paying out.  I avoided the numbers for which the colors were giving negative payouts.","606"
"A38240X9B0EBKE_dg_v15","2015-05-15","18:32:31","numberSum_v2","I really just tried to follow the trends and hit on the hot numbers. ","607"
"A3W43X4SC53K6H_dg_v15","2015-05-15","18:33:04","noGoalInstructions_v","I assumed there was some kind of timer associated with colors and so simply clicked odds until they started coming up to zero or negative and then I cliked through for the even numbers. ","608"
"A78RWQ5BX61DS_dg_v15","2015-05-15","18:34:24","dawstage2_v2","Sorry no stratagy. Go one direction as long as your winning and then when you lose go the other direction","609"
"A35MAKWJRI4PBY_dg_v15","2015-05-15","18:34:32","baseline_v2","I made choices between the numbers based on the points feedback I recieved. If I started to get two or three negative points, I switched colors. If I started to get a few positives, I stuck to that color until the feedback changed. I tried to go according to this loose ideal as much as possible.","610"
"A1ZK3LRUC4ICY7_dg_v15","2015-05-15","18:34:35","baseline_v2","No strategy, just picked randomly","611"
"A2VC1UC5Q0E9PO_dg_v15","2015-05-15","18:34:38","numberSum_v2","My strategy was to watch as a certain number decreases in rewards. Once it go to negative, I tried to switch to the other number and continue until that number started to lose value. ","612"
"A35HDNVX9UTS2Q_dg_v15","2015-05-15","18:34:38","noGoalInstructions_v","random pick","613"
"ATSLRGR0Q491Z_dg_v15","2015-05-15","18:34:43","dawstage2_v2","I tried to find a pattern but was not able to. Mostly, I tried to pick the same color/shape until I lost points then tried something else. ","614"
"A24SZFO82HLO6O_dg_v15","2015-05-15","18:34:46","baseline_v2","Just tried to make the most points","615"
"A1V5VJE32G7HDE_dg_v15","2015-05-15","18:34:54","dawstage2_v2","It became a pattern - even/object, or odd/object... at some point there seemed to be no gain no matter which combo.","616"
"ABYEGU0MOOWRH_dg_v15","2015-05-15","18:35:21","numberSum_v2","choose one a few times, if it was a loser, choose the other.","617"
"A2E2IQ99W6B7AV_dg_v15","2015-05-15","18:35:34","baseline_v2","As the point rewards changed, I started to shift my choices to the other set of numbers.  Green had no influence on my decisions. Occasionally I would heck to see if the other set of numbers was more rewarding.","618"
"A3IK4TA7OE7RB8_dg_v15","2015-05-15","18:36:15","numberSum_v2","As numbers went negative i switched to the other combo","619"
"A3GWOC2Q53BW2N_dg_v15","2015-05-15","18:36:30","numberSum_v2","I tried to see if there was a trend but adjust quickly if it felt like it was ending.","620"
"A29Z7CCK4KBCRU_dg_v15","2015-05-15","18:37:21","baseline_v2","This was a great survey. Thanks for everything. I started experimenting with the opposite color when I start going into the negative scores. As it may seem to have no affect, I alternate randomly until one starts paying off. Then I start focussing on that group only. I ignore results when the color is green.","621"
"A2GVO501TN3076_dg_v15","2015-05-15","18:37:34","dawstage2_v2","undefined","622"
"A1O0BGHFTMPQM0_dg_v15","2015-05-15","18:37:42","numberSum_v2","undefined","623"
"A3LBX9OCWW95RP_dg_v15","2015-05-15","18:38:31","numberSum_v2","I stuck with one number until it started giving me zero or negative points. Then I switched to the other.","624"
"A20CGE508BF5IE_dg_v15","2015-05-15","18:39:38","dawstage2_v2","I didnt really have a stretagy","625"
"AVV7GJUL8OOGF_dg_v15","2015-05-15","18:40:45","dawstage2_v2","undefined","626"
"A2BHR2VFQETC0V_dg_v15","2015-05-15","18:41:28","dawstage2_v2","tried to look for the hot/cold trends to get the most points. ","627"
"A2619G7UPRW1XQ_dg_v15","2015-05-15","18:41:31","baseline_v2","Uh, I would just play around with it. When it would start to lower I would mostly pay attention when it was zero or a negative. Rather have a zero than a negative. I just used that to go back and forth between the two options. ","628"
"ASI2O1XZJ4MY1_dg_v15","2015-05-15","18:44:03","numberSum_v2","I picked based on how many points I was getting for each number and then switch to the other number if I lost points from that number. ","629"
"A3QOTY0OR8L7OK_dg_v15","2015-05-15","18:45:36","dawstage2_v2","I picked odd numbers (1 or 3) to get blue and even (2 or 4) to get red","630"
"A26K8OELA8ZDI9_dg_v15","2015-05-15","18:45:51","baseline_v2","I thought most of the time the numbers sometimes got hot and then went down cold slowly and switched to the other color. But sometimes it was random as to which color was going to be hot.","631"
"A2Q49PGT1MQAPI_dg_v15","2015-05-15","18:45:55","numberSum_v2","Well, if I started losing points I would switch to the other number. However, if the points I got when only 0 I would switch to the other number, too. If I kept getting points I would keep going for the same number.","632"
"A7RCI6SOHOLXU_dg_v15","2015-05-15","18:46:02","noGoalInstructions_v","I tried to change if I started losing points.","633"
" A2IC0DNU8554VX_dg_v15","2015-05-15","18:49:27","noGoalInstructions_v","Odd numbers are blue, even number are red","634"
"AIJEWX92UW722_dg_v15","2015-05-15","18:51:54","numberSum_v2","All I could really do was go by the last result a given number had provided (not counting the zeros, of course.) If a 16 gave me a bad result; I tried 21, and vice versa. Then I stuck with a successful number until it ""went bad"". If both numbers gave bad results, I just alternated until a good result resurfaced.","635"
"A24I193OORTA3M_dg_v15","2015-05-15","18:59:43","dawstage2_v2","Odd numbers and the blue box seemed to be the greatest reward. When the reward became less I tried the even numbers and looked at the reward I received from those objects. Once those rewards decreased I went back to the odd numbers and checked the box again. It always rewarded higher than the last object selected. ","636"
"A1R5TGEFPN0VP3_dg_v15","2015-05-15","19:05:23","dawstage2_v2","if a shape stopped being profitable, pick a new shape for the goal","637"
"A10QZA83T80YA3_dg_v15","2015-05-15","19:12:49","dawstage2_v2","I sort of just went with ones that tended to pay out without losing points. I occasionally experimented with other shapes to see if they were currently good options. I picked numbers based on which shapes they lead to.","638"
"AGCWXX1MYHP75_dg_v15","2015-05-15","19:13:41","numberSum_v2","I just switched up when I felt the bonus getting smaller.","639"
"AG5HUGGUQADMK_dg_v15","2015-05-15","19:25:32","numberSum_v2","I tried my best to be attentive to the fluctuations in point value. I also changed my goal occasionally to see if the other choices had increased in value before my current goal went negative. ","640"
"A3OJJCRUHGMB5Z_dg_v15","2015-05-15","19:36:32","numberSum_v2","I was looking for a certain pattern. After a while, I determined that changing which number I used depended on two factors. The first factor was the value the 0 returned. Around roun 67 I realized that 0 return value determined which number to choose next. Then around round 100, I realized that if I recieved 0 points in response to a number I would have to change to the other number.","641"
"A19Q19UJL2NTJP_dg_v15","2015-05-15","19:36:52","noGoalInstructions_v","i just kept switching up when it started paying less.","642"
"A100VV1V2XDQI7_dg_v15","2015-05-15","19:37:12","noGoalInstructions_v","seemed to me all the positive numbers brang the majority of the points and the negetive numbers almost always took away points.  so i stuck with 2s and 4s.","643"
"A3HJ84R120RBAF_dg_v15","2015-05-15","19:40:05","dawstage2_v2","I noticed that some of the shapes gave more points then the others and mainly focused on selecting that shape until it gave negative points.","644"
"A2PSCGDR7L62KB_dg_v15","2015-05-15","19:43:37","dawstage2_v2","Just went with what was working and then tried to do something else.  I really was not sure if there was actually strategy or if it was just about people seeing patterns where none exist. ","645"
"A2SALTWMXGARWM_dg_v15","2015-05-15","19:44:23","baseline_v2","when the value hit 0, I switched colors and most of the time that worked","646"
"A2KTFRPDBM635X_dg_v15","2015-05-15","19:44:47","noGoalInstructions_v","I looked for patterns in the way numbers were put out and decided between those which numbers would be the best to pick. ","647"
"A2BLQ1GVEHJR8T_dg_v15","2015-05-15","19:45:10","baseline_v2","I just watched for positive numbers and tried the other color, if it dropped negative more than once in a row.","648"
"A22WWSTT8TU7G1_dg_v15","2015-05-15","19:45:13","baseline_v2","no commentno strategy really just seeing which numbers gave what","649"
"A1BW7N44HGFDOC_dg_v15","2015-05-15","19:45:52","numberSum_v2","I went solely with my gut feeling.","650"
"A2IPGJ1VALGMET_dg_v15","2015-05-15","19:47:02","noGoalInstructions_v","Typically I stuck to the colors themselves (odd numbers being blue and red numbers being even,) Although near the end when both options were proving to be somewhat negative I tried to find other patterns such as selcting the number option on the left repeatedly or testing if the ""winning"" number would switch between being on the right and left numbers.","651"
"A1W0BOO1N1I8OG_dg_v15","2015-05-15","19:47:11","noGoalInstructions_v","I picked a certain group of numbers, even or odd, until it turns negative.","652"
"A322MDSAC75UV7_dg_v15","2015-05-15","19:48:04","numberSum_v2","I kept going with either 16  or 21. When the point value would get to 0 i would switch the amount i was going for. ","653"
"A3DOBEBPXPC676_dg_v15","2015-05-15","19:48:08","baseline_v2","After a while, I decided that I would stick with a color as long as it was giving me positive numbers or zero. If it gave me negative numbers two times in a row, I switched to the other color. I would then keep switching until I stopped getting negative numbers and repeated the process.","654"
"A2J9E9ZUWDYOOY_dg_v15","2015-05-15","19:48:20","noGoalInstructions_v","I chose between even and odd, when one stopped getting me the points I switched.  fun.","655"
"A34WSWU9MLOLUQ_dg_v15","2015-05-15","19:49:01","numberSum_v2","I tried to follow the pattern of either 16 or 21 being hot and switching at the right time","656"
"A1BWS5AD2T4NIR_dg_v15","2015-05-15","19:49:11","baseline_v2","I stuck with even or odd numbers based on how well each did. If I received a negative number two or three times, then I would switch to see if the other numbers were better and continued to do that.","657"
"AA3F8MM6VNDCX_dg_v15","2015-05-15","19:49:59","numberSum_v2","I generally stuck with one number until it started losing. ","658"
